depth,SampleID,SeqDay,midSeqDay,Start_Date,StartYr,StartMo,StartDay,MidJDay,Duration,Fr_gt_1000,Fr500_1000,Fr125_500,Fr37_125,Fr_lt_37,Fr_lt_125,MassFlux,pcnt_Carb37_125,pcnt_Carb_lt_37,pcnt_Carb_lt_125,CarbFlux,pcnt_Corg37_125,d13Corg37_125,pcnt_Corg_lt_37,d13Corg_lt_37,d13Corg_lt_37_A,pcnt_Corg_lt_125,d13Corg_lt_125,CorgFlux,pcnt_N37_125,d15N37_125,pcnt_N_lt_37,d15N_lt_37,d15N_lt_37_A,pcnt_N_lt_125,d15N_lt_125,d15N_lt_125_A,Nflux,pcnt_Ppart_lt_37,pcnt_Ppart_lt_125,pcnt_Ppart_lt_1000,pcnt_Psuper,PtotalFlux,pcnt_Opal37_125,pcnt_Opal_lt_37,pcnt_Opal_lt_1000est,OpalFlux,pcnt_Lith_lt_1000est,LithFlux,Comments
3200,%  5/95-7,6222,6228.5,1995-04-19,1995,4,19,115.5,13,13.6,11.68,46.66,65.01,161.95,226.96,45.98,61.25,52.44,54.96,25.27,2.62,nd,4.65,nd,-21.95,4.07,nd,1.87,0.44,nd,0.57,nd,2.12,0.53,nd,nd,0.24,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  5/95-8,6235,6242,1995-05-02,1995,5,2,129,14,18.98,13.78,45.77,59.36,171.04,230.4,44.13,74.79,55.85,60.73,26.80,2.54,nd,4.47,nd,-21.29,3.97,nd,1.75,0.43,nd,0.57,nd,2.00,0.53,nd,nd,0.24,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  7/95-1,6250,6258,1995-05-17,1995,5,17,145,16,10.46,15.6,34.89,35.26,131.37,166.63,28.45,71.62,54.46,58.09,16.53,3.41,nd,4.23,nd,-21.23,4.06,nd,1.15,0.6,nd,0.58,nd,1.72,0.58,nd,nd,0.17,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  7/95-2,6266,6274,1995-06-02,1995,6,2,161,16,9.47,8.04,28.77,44.11,134.64,178.75,28.13,77.53,55.34,60.82,17.11,3.51,nd,4.32,nd,-20.89,4.12,nd,1.16,0.61,nd,0.56,nd,1.01,0.57,nd,nd,0.16,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  7/95-3,6282,6289.5,1995-06-18,1995,6,18,176.5,15,13.48,6.49,21.7,34.53,146.65,181.18,29.71,85.99,51.24,57.86,17.19,2.41,nd,4.26,nd,-20.83,3.91,nd,1.16,0.48,nd,0.54,nd,2.12,0.53,nd,nd,0.16,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  7/95-4,6297,6304.5,1995-07-03,1995,7,3,191.5,15,12.67,5.54,28.27,71.72,190.72,262.44,41.19,72.73,52.86,58.29,24.01,2.1,nd,4.1,nd,-21.62,3.55,nd,1.46,0.39,nd,0.52,nd,1.82,0.48,nd,nd,0.20,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  9/95-1,6314,6321.5,1995-07-20,1995,7,20,208.5,15,3.3,7.13,9.87,18.89,84.78,103.67,16.53,71.09,52.07,55.54,9.18,2.53,nd,4.36,nd,-21.78,4.03,nd,0.67,0.53,nd,0.55,nd,0.70,0.55,nd,nd,0.09,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  9/95-2,6329,6336.5,1995-08-04,1995,8,4,223.5,15,5.61,8.29,18.49,32.65,113.09,145.74,23.75,71.16,61.23,63.45,15.07,2.23,nd,4.2,nd,-21.47,3.76,nd,0.89,0.53,nd,0.56,nd,0.31,0.55,nd,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%  9/95-3,6344,6351.5,1995-08-19,1995,8,19,238.5,15,3.62,10.48,29.26,46.99,165.88,212.87,34.16,57.9,59.1,58.84,20.10,2.53,nd,4.28,nd,-22.36,3.89,nd,1.33,0.4,nd,0.55,nd,0.81,0.52,nd,nd,0.18,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Hurricane Felix
3200,%  9/95-4,6359,6367,1995-09-03,1995,9,3,254,16,8.17,8.89,29.48,34.69,129.99,164.68,26.40,73.63,51.42,56.10,14.81,3.33,nd,4.49,nd,-21.54,4.25,nd,1.12,0.53,nd,0.58,nd,2.41,0.57,nd,nd,0.15,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 11/95-1,6378,6384.5,1995-09-22,1995,9,22,271.5,13,1.31,6.75,6.17,6.52,41.95,48.47,9.65,83.2,47.66,52.44,5.06,2.86,nd,4.86,nd,-21.84,4.59,nd,0.44,0.6,nd,0.71,nd,1.87,0.70,nd,nd,0.07,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 11/95-2,6391,6397.5,1995-10-05,1995,10,5,284.5,13,6.93,6.81,18.45,26.23,154.16,180.39,32.70,77.53,51.34,55.15,18.04,2.11,nd,4.69,nd,-20.13,4.31,nd,1.41,0.46,nd,0.57,nd,0.69,0.55,nd,nd,0.18,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 11/95-3,6404,6411,1995-10-18,1995,10,18,298,14,2.87,8.08,15.37,19.14,110.79,129.93,22.32,77.45,50.32,54.32,12.12,2.37,nd,4.35,nd,-21.97,4.06,nd,0.91,0.44,nd,0.57,nd,0.70,0.55,nd,nd,0.12,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 11/95-4,6418,6424.5,1995-11-01,1995,11,1,311.5,13,22.62,9.89,18.74,24.12,97.78,121.9,26.64,72.49,52.51,56.46,15.04,3.13,nd,4.63,nd,-22.10,4.33,nd,1.15,0.53,nd,0.57,nd,2.70,0.56,nd,nd,0.15,0.074,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%1/96-1,6433,6441,1995-11-16,1995,11,16,328,16,9.96,11.87,18.22,23.73,87.61,111.34,18.92,84.38,51.24,58.30,11.03,1.93,nd,4.28,nd,-21.85,3.78,nd,0.72,0.23,nd,0.51,nd,1.66,0.45,nd,nd,0.09,0.104,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%1/96-2,6449,6457.5,1995-12-02,1995,12,2,344.5,17,23.56,10.1,40.68,55.33,167.11,222.44,34.92,82.19,63.13,67.87,23.70,3.2,nd,4.22,nd,-22.03,3.97,nd,1.38,0.43,nd,0.54,nd,2.20,0.51,nd,nd,0.18,0.079,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%1/96-3,6466,6475,1995-12-19,1995,12,19,362,18,7.48,12.7,39.09,38.35,168.48,206.83,29.57,71.46,55.47,58.43,17.28,2.96,nd,4.83,nd,-21.36,4.48,nd,1.33,0.57,nd,0.6,nd,1.16,0.59,nd,nd,0.18,0.092,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%1/96-4,6484,6492.5,1996-01-06,1996,1,6,14.5,17,30.24,48.16,160.5,96.77,405.06,501.83,87.14,68.33,60.82,62.27,54.26,3.94,nd,5.01,nd,-21.50,4.80,nd,4.19,0.55,nd,0.6,nd,1.41,0.59,nd,nd,0.51,0.073,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%7/96-1,6638,6644,1996-06-08,1996,6,8,166,12,2.6,9.97,13,nd,nd,34.4,10.00,nd,nd,42.51,4.25,nd,nd,nd,nd,nd,7.62,nd,0.76,nd,nd,nd,nd,nd,1.09,nd,nd,0.11,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%7/96-2,6650,6656.5,1996-06-20,1996,6,20,178.5,13,4.8,3.73,14.1,nd,nd,97.51,18.48,nd,nd,53.14,9.82,nd,nd,nd,nd,nd,5.5,nd,1.02,nd,nd,nd,nd,nd,0.73,2.06,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%7/96-3,6663,6669.5,1996-07-03,1996,7,3,191.5,13,14.7,9.77,12.91,nd,nd,96.16,20.54,nd,nd,50.24,10.32,nd,nd,nd,nd,nd,5.51,nd,1.13,nd,nd,nd,nd,nd,0.78,1.98,nd,0.16,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%7/96-4,6676,6682.5,1996-07-16,1996,7,16,204.5,13,14.5,7.47,15.61,nd,nd,156.21,29.81,nd,nd,51.04,15.22,nd,nd,nd,nd,nd,5.06,nd,1.51,nd,nd,nd,nd,nd,0.71,1.58,nd,0.21,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/96-1,6690,6698,1996-07-30,1996,7,30,220,16,6.6,3.83,6.59,nd,nd,70.36,10.92,nd,nd,43.78,4.78,nd,nd,nd,nd,nd,5.41,nd,0.59,nd,nd,nd,nd,nd,0.77,2.00,nd,0.08,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/96-2,6706,6714,1996-08-15,1996,8,15,236,16,3.4,6.33,15.76,nd,nd,129.56,19.38,nd,nd,51.06,9.90,nd,nd,nd,nd,nd,5.21,nd,1.01,nd,nd,nd,nd,nd,0.67,1.93,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/96-3,6722,6730,1996-08-31,1996,8,31,252,16,10.9,4.83,12.27,nd,nd,73.21,12.65,nd,nd,50.26,6.36,nd,nd,nd,nd,nd,5.25,nd,0.66,nd,nd,nd,nd,nd,0.7,1.76,nd,0.09,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/96-4,6738,6745.5,1996-09-16,1996,9,16,267.5,15,3.2,6.03,16.96,nd,nd,116.46,19.02,nd,nd,55.25,10.51,nd,nd,nd,nd,nd,5.45,nd,1.04,nd,nd,nd,nd,nd,0.74,1.84,nd,0.14,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%12/96-1,6770,6777.5,1996-10-18,1996,10,18,299.5,15,3.54,3.16,12.13,nd,nd,92.26,14.81,nd,nd,50.92,7.54,nd,nd,nd,nd,nd,5,nd,0.74,nd,nd,nd,nd,nd,0.64,1.71,nd,0.09,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%12/96-2,6785,6793,1996-11-02,1996,11,2,315,16,6.75,14.79,16.89,nd,nd,102.47,17.61,nd,nd,52.98,9.33,nd,nd,nd,nd,nd,4.79,nd,0.84,nd,nd,nd,nd,nd,0.65,1.67,nd,0.11,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%12/96-3,6801,6808,1996-11-18,1996,11,18,330,14,9.84,5.53,12.39,nd,nd,108.89,19.52,nd,nd,51.76,10.10,nd,nd,nd,nd,nd,4.74,nd,0.93,nd,nd,nd,nd,nd,0.67,2.24,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%12/96-4,6815,6822,1996-12-02,1996,12,2,344,14,20.18,16.29,54.43,nd,nd,245.71,48.09,nd,nd,53.58,25.76,nd,nd,nd,nd,nd,4.63,nd,2.23,nd,nd,nd,nd,nd,0.59,1.85,nd,0.28,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-1,6831,6837.5,1996-12-18,1996,12,18,359.5,13,15.83,10.5,44.66,nd,nd,363.63,66.86,nd,nd,60.85,40.69,nd,nd,nd,nd,nd,5.41,nd,3.62,nd,nd,nd,nd,nd,0.46,1.06,nd,0.31,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-2,6844,6851,1996-12-31,1996,12,31,373,14,7.37,57.43,80.54,nd,nd,232.64,54.00,nd,nd,59.06,31.89,nd,nd,nd,nd,nd,6.53,nd,3.53,nd,nd,nd,nd,nd,0.51,1.36,nd,0.28,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-3,6858,6865.5,1997-01-14,1997,1,14,21.5,15,5.54,4.31,18.21,nd,nd,159.53,25.01,nd,nd,59.14,14.79,nd,nd,nd,nd,nd,6.13,nd,1.53,nd,nd,nd,nd,nd,0.59,1.85,nd,0.15,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-4,6873,6880.5,1997-01-29,1997,1,29,36.5,15,14.58,8.83,39.53,nd,nd,245.97,41.19,nd,nd,61.1,25.17,nd,nd,nd,nd,nd,4.93,nd,2.03,nd,nd,nd,nd,nd,0.63,1.54,nd,0.26,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-5,6891,6898.5,1997-02-16,1997,2,16,54.5,15,10.61,5.53,30.8,nd,nd,323.67,49.41,nd,nd,57.97,28.65,nd,nd,nd,nd,nd,6.17,nd,3.05,nd,nd,nd,nd,nd,0.8,1.15,nd,0.40,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-6,6906,6914,1997-03-03,1997,3,3,70,16,16.73,9.04,48.76,nd,nd,284.67,44.9,nd,nd,57.22,25.69,nd,nd,nd,nd,nd,5.57,nd,2.50,nd,nd,nd,nd,nd,0.64,0.87,nd,0.29,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-7,6922,6930,1997-03-19,1997,3,19,86,16,12.58,8.49,39.9,nd,nd,295.11,44.51,nd,nd,56.54,25.17,nd,nd,nd,nd,nd,4.77,nd,2.12,nd,nd,nd,nd,nd,0.75,2.04,nd,0.33,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%4/97-8,6938,6945.5,1997-04-04,1997,4,4,101.5,15,7.28,4.59,26.07,nd,nd,285.54,43.13,nd,nd,62.24,26.84,nd,nd,nd,nd,nd,4.87,nd,2.10,nd,nd,nd,nd,nd,0.46,1.50,nd,0.20,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-1,6956,6963,1997-04-22,1997,4,22,119,14,13.97,9.95,35.15,nd,nd,277.85,48.13,nd,nd,64.68,31.13,nd,nd,nd,nd,nd,6.15,nd,2.96,nd,nd,nd,nd,nd,0.77,-0.03,nd,0.37,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-2,6970,6977.5,1997-05-06,1997,5,6,133.5,15,20.04,23.93,51.77,nd,nd,362.82,61.14,nd,nd,64.03,39.15,nd,nd,nd,nd,nd,5.13,nd,3.14,nd,nd,nd,nd,nd,0.54,1.26,nd,0.33,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-3,6985,6993,1997-05-21,1997,5,21,149,16,26.25,22.7,60.22,nd,nd,372.32,60.19,nd,nd,59.3,35.69,nd,nd,nd,nd,nd,4.75,nd,2.86,nd,nd,nd,nd,nd,0.58,1.92,nd,0.35,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-4,7001,7008.5,1997-06-06,1997,6,6,164.5,15,16.09,20.12,53.8,nd,nd,366.45,60.86,nd,nd,60.72,36.96,nd,nd,nd,nd,nd,4.08,nd,2.48,nd,nd,nd,nd,nd,0.45,1.95,nd,0.27,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-5,7019,7025.5,1997-06-24,1997,6,24,181.5,13,10.24,16.7,31.8,nd,nd,289.62,53.59,nd,nd,60.08,32.20,nd,nd,nd,nd,nd,4.52,nd,2.42,nd,nd,nd,nd,nd,0.53,1.94,nd,0.28,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-6,7032,7039,1997-07-07,1997,7,7,195,14,5.87,12.1,26,nd,nd,195.73,34.24,nd,nd,63.56,21.76,nd,nd,nd,nd,nd,4.39,nd,1.50,nd,nd,nd,nd,nd,0.42,2.04,nd,0.14,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-7,7046,7053,1997-07-21,1997,7,21,209,14,14.02,10.02,23.62,nd,nd,320.22,52.55,nd,nd,58.93,30.97,nd,nd,nd,nd,nd,4.31,nd,2.27,nd,nd,nd,nd,nd,0.52,1.91,nd,0.27,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%8/97-8,7060,7067,1997-08-04,1997,8,4,223,14,8.06,6.83,33.93,nd,nd,289.05,48.27,nd,nd,60.61,29.25,nd,nd,nd,nd,nd,4.2,nd,2.03,nd,nd,nd,nd,nd,0.61,2.00,nd,0.29,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/97-1,7075,7082.5,1997-08-19,1997,8,19,238.5,15,8.58,4.6,6.6,nd,nd,131.25,20.14,nd,nd,51.65,10.40,nd,nd,nd,nd,nd,4.81,nd,0.97,nd,nd,nd,nd,nd,0.54,2.41,nd,0.11,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/97-2,7090,7097,1997-09-03,1997,9,3,253,14,4.2,4.78,16.03,nd,nd,188.38,30.48,nd,nd,57.03,17.39,nd,nd,nd,nd,nd,4.58,nd,1.40,nd,nd,nd,nd,nd,0.63,2.53,nd,0.19,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/97-3,7104,7110.5,1997-09-17,1997,9,17,266.5,13,7.46,7.13,24.9,nd,nd,173.82,32.82,nd,nd,58.43,19.17,nd,nd,nd,nd,nd,4.65,nd,1.53,nd,nd,nd,nd,nd,0.66,2.41,nd,0.22,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/97-4,7117,7123.5,1997-09-30,1997,9,30,279.5,13,13.07,3.18,16.3,nd,nd,167.75,30.82,nd,nd,63.92,19.70,nd,nd,nd,nd,nd,4.37,nd,1.35,nd,nd,nd,nd,nd,0.66,2.01,nd,0.20,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-1,7132,7139.5,1997-10-15,1997,10,15,295.5,15,6.12,26.77,14.42,nd,nd,72.68,16.00,nd,nd,57.65,9.22,nd,nd,nd,nd,nd,4.52,nd,0.72,nd,nd,nd,nd,nd,0.55,1.86,nd,0.09,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-2,7147,7155,1997-10-30,1997,10,30,311,16,23.92,10.37,16.02,nd,nd,197.92,31.03,nd,nd,59.75,18.54,nd,nd,nd,nd,nd,4.45,nd,1.38,nd,nd,nd,nd,nd,0.52,2.26,nd,0.16,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-3,7163,7171,1997-11-15,1997,11,15,327,16,29.86,7.27,16.72,nd,nd,156.85,26.34,nd,nd,59.12,15.57,nd,nd,nd,nd,nd,4.43,nd,1.17,nd,nd,nd,nd,nd,0.5,2.10,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-4,7179,7187,1997-12-01,1997,12,1,343,16,11.75,3.98,14.47,nd,nd,132.35,20.32,nd,nd,56.96,11.57,nd,nd,nd,nd,nd,5.05,nd,1.03,nd,nd,nd,nd,nd,0.63,1.76,nd,0.13,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-5,7195,7203,1997-12-17,1997,12,17,359,16,19.06,9.03,45.67,nd,nd,252.85,40.83,nd,nd,63.93,26.10,nd,nd,nd,nd,nd,4.81,nd,1.96,nd,nd,nd,nd,nd,0.59,nd,nd,0.24,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-6,7211,7219,1998-01-02,1998,1,2,10,16,14.53,29.8,80.87,nd,nd,383.57,63.60,nd,nd,62.56,39.79,nd,nd,nd,nd,nd,4.97,nd,3.16,nd,nd,nd,nd,nd,0.62,nd,nd,0.39,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-7,7227,7235,1998-01-18,1998,1,18,26,16,13.68,9.72,59.2,nd,nd,371.47,56.76,nd,nd,66.93,37.99,nd,nd,nd,nd,nd,4.75,nd,2.70,nd,nd,nd,nd,nd,0.59,nd,nd,0.33,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%2/98-8,7243,7250.5,1998-02-03,1998,2,3,41.5,15,9.58,4.82,27.12,nd,nd,255.22,39.57,nd,nd,64.77,25.63,nd,nd,nd,nd,nd,4.04,nd,1.60,nd,nd,nd,nd,nd,0.55,nd,nd,0.22,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-1,7263,7270,1998-02-23,1998,2,23,61,14,9.91,31.48,30.35,nd,nd,606.2,96.85,nd,nd,67.83,65.69,nd,nd,nd,nd,nd,6.64,nd,6.43,nd,nd,nd,nd,nd,0.71,nd,nd,0.69,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-2,7277,7284,1998-03-09,1998,3,9,75,14,19.54,21.63,43.13,nd,nd,315.48,57.11,nd,nd,62.89,35.92,nd,nd,nd,nd,nd,5.86,nd,3.35,nd,nd,nd,nd,nd,1.05,nd,nd,0.60,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-3,7291,7298.5,1998-03-23,1998,3,23,89.5,15,29.34,15.93,44.53,nd,nd,327.92,55.70,nd,nd,67.04,37.34,nd,nd,nd,nd,nd,4.95,nd,2.76,nd,nd,nd,nd,nd,0.92,nd,nd,0.51,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-4,7306,7313.5,1998-04-07,1998,4,7,104.5,15,17.62,13.4,41.73,nd,nd,254.47,43.63,nd,nd,67.1,29.28,nd,nd,nd,nd,nd,4.57,nd,1.99,nd,nd,nd,nd,nd,0.79,nd,nd,0.34,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-5,7321,7329,1998-04-22,1998,4,22,120,16,23.71,10.07,34.68,nd,nd,194.5,32.87,nd,nd,64.47,21.19,nd,nd,nd,nd,nd,4.7,nd,1.54,nd,nd,nd,nd,nd,0.77,2.32,nd,0.25,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-6,7337,7345,1998-05-08,1998,5,8,136,16,10.69,11.23,20.02,nd,nd,240.46,35.3,nd,nd,61.37,21.66,nd,nd,nd,nd,nd,4.08,nd,1.44,nd,nd,nd,nd,nd,0.68,1.90,nd,0.24,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%6/98-7,7353,7361,1998-05-24,1998,5,24,152,16,12.14,5.48,15.91,nd,nd,176.62,26.27,nd,nd,55.29,14.52,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,swimmer contamination
3200,%6/98-8,7369,7377,1998-06-09,1998,6,9,168,16,57.59,8.97,22.4,nd,nd,270.67,44.95,nd,nd,61.31,27.56,nd,nd,nd,nd,nd,4.25,nd,1.91,nd,nd,nd,nd,nd,0.75,1.35,nd,0.34,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/98-1,7387,7395,1998-06-27,1998,6,27,185,16,15.95,4.42,8.82,nd,nd,59.43,11.08,nd,nd,55.52,6.15,nd,nd,nd,nd,nd,5.19,nd,0.57,nd,nd,nd,nd,nd,0.57,nd,nd,0.06,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,%10/98-2,7403,7410.5,1998-07-13,1998,7,13,201.5,15,24.06,11.28,17.15,nd,nd,182.25,31.30,nd,nd,62.37,19.52,nd,nd,nd,nd,nd,4.49,nd,1.41,nd,nd,nd,nd,nd,0.53,nd,nd,0.17,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 10/98-3,7418,7425.5,1998-07-28,1998,7,28,216.5,15,2.24,3.2,10.67,nd,nd,55.65,nd,nd,nd,53.57,nd,nd,nd,nd,nd,nd,5.56,nd,nd,nd,nd,nd,nd,nd,0.6,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,flux not quantitative
3200,% 10/98-4,7433,7440.5,1998-08-12,1998,8,12,231.5,15,4.9,4.33,4.23,nd,nd,7.87,nd,nd,nd,54.61,nd,nd,nd,nd,nd,nd,8.17,nd,nd,nd,nd,nd,nd,nd,0.87,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,flux not quantitative
3200,% 10/98-5,7448,7455.5,1998-08-27,1998,8,27,246.5,15,11.72,8.07,20.55,nd,nd,172.08,28.32,nd,nd,55.4,15.69,nd,nd,nd,nd,nd,5.02,nd,1.42,nd,nd,nd,nd,nd,0.54,nd,nd,0.15,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 10/98-6,7463,7470.5,1998-09-11,1998,9,11,261.5,15,17.58,7.75,16.57,nd,nd,257.65,39.94,nd,nd,57.43,22.94,nd,nd,nd,nd,nd,4.84,nd,1.93,nd,nd,nd,nd,nd,0.53,nd,nd,0.21,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 10/98-7,7478,7486,1998-09-26,1998,9,26,277,16,14.89,8.72,26.37,nd,nd,255.68,38.21,nd,nd,56.34,21.53,nd,nd,nd,nd,nd,4.59,nd,1.75,nd,nd,nd,nd,nd,0.48,nd,nd,0.18,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 10/98-8,7494,7502,1998-10-12,1998,10,12,293,16,15.6,15.3,25.9,nd,nd,258.65,39.43,nd,nd,55.31,21.81,nd,nd,nd,nd,nd,4.5,nd,1.77,nd,nd,nd,nd,nd,0.49,nd,nd,0.19,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 2/99-1,7515,7521.5,1998-11-02,1998,11,2,312.5,13,13.47,14.8,18.93,nd,nd,36.15,12.82,nd,nd,49.20,6.31,nd,nd,nd,nd,nd,6.04,nd,0.77,nd,nd,nd,nd,nd,0.68,nd,nd,0.09,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 2/99-2,7528,7534.5,1998-11-15,1998,11,15,325.5,13,14.85,13.37,18.35,nd,nd,152.52,30.63,nd,nd,56.77,17.39,nd,nd,nd,nd,nd,4.47,nd,1.37,nd,nd,nd,nd,nd,0.54,nd,nd,0.17,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 2/99-3,7541,7547.5,1998-11-28,1998,11,28,338.5,13,13.76,5.7,17.52,nd,nd,89.44,19.45,nd,nd,51.66,10.05,nd,nd,nd,nd,nd,4.63,nd,0.90,nd,nd,nd,nd,nd,0.51,nd,nd,0.10,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 2/99-4,7554,7560,1998-12-11,1998,12,11,351,12,16.6,7.43,21.72,nd,nd,171.00,36.12,nd,nd,53.23,19.23,nd,nd,nd,nd,nd,4.89,nd,1.77,nd,nd,nd,nd,nd,0.52,nd,nd,0.19,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
3200,% 2/99-5,7566,7572.5,1998-12-23,1998,12,23,363.5,13,11.11,5.53,18.48,nd,nd,183.94,33.70,nd,nd,56.25,18.96,nd,nd,nd,nd,nd,5.10,nd,1.72,nd,nd,nd,nd,nd,0.59,nd,nd,0.20,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
